dataset,task,model,fold,seed,accuracy,auroc,auprc,es,mae,mse,rmse,r2,osmae
tjh,twostage,GRU,7,0,0.972527444,0.99719882,0.994486928,0.964616095,3.565297604,24.85786438,4.985766411,0.227115393,3.492634296
tjh,twostage,GRU,8,0,0.976744175,0.996060193,0.995132148,0.928651493,4.351317883,30.88341522,5.557284832,0.345607042,3.868308544
tjh,twostage,GRU,9,0,0.903614461,0.966257274,0.943565667,0.761705786,4.538956642,41.34786987,6.430231094,0.25978452,5.278223038
tjh,twostage,RNN,0,0,0.878612697,0.973378718,0.961054504,0.594161109,4.508365631,47.56709671,6.896890163,-0.163279653,6.895187378
tjh,twostage,RNN,1,0,0.938888907,0.991422355,0.987602174,0.839702198,4.129576206,31.03526115,5.570930004,0.320125043,4.73763895
tjh,twostage,RNN,2,0,0.925714314,0.983794212,0.965771675,0.767180566,4.585385799,41.38151169,6.432846069,0.15067929,4.565734386
tjh,twostage,RNN,3,0,0.880794704,0.961940825,0.954515994,0.649494167,4.201852798,31.09637833,5.576412678,0.274230897,7.110471249
tjh,twostage,RNN,4,0,0.909604549,0.97515285,0.959641814,0.902367963,5.505888939,59.9201088,7.74080801,-0.019640088,4.404093266
tjh,twostage,RNN,5,0,0.834285736,0.923717499,0.881154478,0.8213687,4.345656395,33.02704239,5.746915817,0.174393952,7.042935371
tjh,twostage,RNN,6,0,0.908496737,0.985077262,0.981457889,0.717141766,4.536705494,41.77924728,6.463686943,0.18703723,5.738873482
tjh,twostage,RNN,7,0,0.983516455,0.998799503,0.997867703,0.946924142,3.906980991,25.78838348,5.078226566,0.198183537,3.465863228
tjh,twostage,RNN,8,0,0.941860437,0.989728451,0.984995723,0.873413939,4.78728199,40.85012054,6.391409874,0.13442111,4.912277699
tjh,twostage,RNN,9,0,0.885542154,0.957903385,0.928760111,0.720855349,5.157550335,45.77127075,6.765446663,0.180596173,6.561226368
tjh,twostage,LSTM,0,0,0.907514453,0.982299566,0.973699689,0.676944166,4.64800787,45.84033585,6.770549297,-0.121050835,6.16401577
tjh,twostage,LSTM,1,0,0.949999988,0.993598759,0.990857005,0.913091554,3.982717276,27.13524246,5.209149837,0.40556097,4.218332291
tjh,twostage,LSTM,2,0,0.931428552,0.989443898,0.974853992,0.720616679,4.256301403,32.65361404,5.714334011,0.32981205,3.721167803
tjh,twostage,LSTM,3,0,0.933774829,0.981601775,0.976928651,0.84421963,3.750746489,22.95224762,4.790850639,0.464309573,4.823101997
tjh,twostage,LSTM,4,0,0.920903981,0.965585947,0.941768885,0.939918747,5.645769119,64.11526489,8.007201195,-0.091027617,4.320586205
tjh,twostage,LSTM,5,0,0.839999974,0.878391087,0.74514699,0.823310344,4.35432148,32.53208923,5.703691006,0.186766744,6.979137897
tjh,twostage,LSTM,6,0,0.921568632,0.978054762,0.977301776,0.867844923,4.96961689,44.74046326,6.688831329,0.129416347,5.388055325
tjh,twostage,LSTM,7,0,0.98901099,0.999199748,0.998511672,0.994945156,3.579945087,23.71055031,4.869348049,0.262787819,3.007597923
tjh,twostage,LSTM,8,0,0.988372087,0.997185826,0.996466815,0.953968705,4.835509777,35.79536438,5.982922554,0.241527021,3.859792948
tjh,twostage,LSTM,9,0,0.873493969,0.942833781,0.906962037,0.74468477,4.856010914,44.3117981,6.656710625,0.206723809,6.364507198
tjh,twostage,TCN,0,0,0.878612697,0.96799773,0.960984349,0.575989218,4.310527325,40.80276489,6.387704372,0.002145767,6.843103886
tjh,twostage,TCN,1,0,0.944444418,0.992062569,0.988392055,0.841633496,4.183243275,32.42588043,5.694372654,0.289661407,4.822562695
tjh,twostage,TCN,2,0,0.897142828,0.948409081,0.897408545,0.630227958,4.560779095,43.56910706,6.600689888,0.105780721,5.353734493
tjh,twostage,TCN,3,0,0.867549658,0.939754665,0.930844188,0.64462603,4.350028992,28.74204445,5.361160755,0.329179466,7.507695198
tjh,twostage,TCN,4,0,0.892655373,0.940340161,0.817837179,0.846041788,5.854065418,66.69368744,8.166620255,-0.134903789,5.016644955
tjh,twostage,TCN,5,0,0.885714293,0.962127268,0.94530189,0.926217507,4.291566849,30.07155991,5.483754158,0.248274744,5.899485111
tjh,twostage,TCN,6,0,0.915032685,0.949087024,0.948993623,0.719460276,5.010458946,49.0753212,7.005378246,0.045066357,5.88565588
tjh,twostage,TCN,7,0,0.906593382,0.976657271,0.886794984,0.615831887,3.960792065,33.15104675,5.757694721,-0.030737519,6.315872192
tjh,twostage,TCN,8,0,0.959302306,0.986070037,0.973220229,0.921746799,5.143737316,45.4794426,6.743844986,0.036329746,4.606356621
tjh,twostage,TCN,9,0,0.927710831,0.976412833,0.962649643,0.74468477,5.270015717,62.91672134,7.932006359,-0.126344204,5.431258202
tjh,twostage,Transformer,0,0,0.890173435,0.973095477,0.96194613,0.670886869,4.977617264,49.94842911,7.067420006,-0.22151649,6.297971725
tjh,twostage,Transformer,1,0,0.938888907,0.985021174,0.976796687,0.909228955,4.094143391,31.47606659,5.61035347,0.310468554,4.552295685
tjh,twostage,Transformer,2,0,0.89142859,0.949152529,0.842676461,0.676791845,5.054273129,45.01930618,6.709642887,0.076016605,5.563579082
tjh,twostage,Transformer,3,0,0.841059625,0.944083691,0.923790514,0.634889758,4.81441927,38.59570694,6.212544441,0.0992015,9.044181824
tjh,twostage,Transformer,4,0,0.909604549,0.977943063,0.969775558,0.919265816,5.671036243,55.96165848,7.480752468,0.047719479,4.627275944
tjh,twostage,Transformer,5,0,0.845714271,0.97005105,0.964852214,0.860201591,5.315774441,45.9543457,6.778963566,-0.148761272,7.597335339
tjh,twostage,Transformer,6,0,0.90196079,0.935217679,0.793591857,0.777423029,5.015103817,46.23942184,6.799957275,0.100248814,6.492322445
tjh,twostage,Transformer,7,0,0.978021979,0.99973321,0.9995116,0.898903128,4.767151356,34.54559708,5.877550125,-0.074097037,4.22840023
tjh,twostage,Transformer,8,0,0.982558131,0.992261231,0.991594791,0.95166714,5.366858006,45.13053131,6.717926025,0.043722928,4.222704411
tjh,twostage,Transformer,9,0,0.873493969,0.95954138,0.921967149,0.62213346,5.285623074,45.90095139,6.775023937,0.178274632,7.021296978
tjh,twostage,AdaCare,0,0,0.947976887,0.995043874,0.992280066,0.836452984,4.535038471,48.37457275,6.955183029,-0.18302691,4.465829372
tjh,twostage,AdaCare,1,0,0.899999976,0.974267066,0.970929682,0.669747902,3.835950136,30.04399109,5.481239796,0.341840386,6.182066441
tjh,twostage,AdaCare,2,0,0.931428552,0.981564045,0.966641247,0.69596521,4.596055508,42.51978683,6.520720005,0.127317131,4.951653957
tjh,twostage,AdaCare,3,0,0.933774829,0.988095224,0.984676003,0.8004064,4.303921223,31.09855461,5.576607704,0.274180114,5.237695217
tjh,twostage,AdaCare,4,0,0.932203412,0.978075981,0.967427552,0.892980267,5.664178371,59.69414902,7.726198673,-0.015794992,4.152935982
tjh,twostage,AdaCare,5,0,0.908571422,0.976363182,0.965587497,0.86408488,4.117729664,28.58600235,5.346588135,0.285410583,5.653554916
tjh,twostage,AdaCare,6,0,0.915032685,0.985428333,0.984071493,0.698593685,4.82144022,45.92612457,6.776881695,0.106345117,5.649773121
tjh,twostage,AdaCare,7,0,0.945054948,0.988395274,0.97430557,0.815498209,3.740203619,23.59212685,4.857172489,0.266469896,4.661443233
tjh,twostage,AdaCare,8,0,0.941860437,0.987758577,0.98529458,0.769843527,4.578924179,37.97480011,6.162369728,0.195346713,5.107153416
tjh,twostage,AdaCare,9,0,0.963855445,0.99721539,0.994683921,0.795747816,5.34052515,48.8818779,6.991557598,0.124909639,4.746977329
tjh,twostage,Agent,0,0,0.919075131,0.991787136,0.98735404,0.735498036,4.654335499,46.28959274,6.803645611,-0.13203764,5.685616016
tjh,twostage,Agent,1,0,0.961111128,0.993470788,0.99047935,0.95171753,4.201004505,32.34451675,5.687223911,0.291443825,4.080069065
tjh,twostage,Agent,2,0,0.948571444,0.994052947,0.988106012,0.802788245,4.078160763,36.04013824,6.003344059,0.260306537,3.619005919
tjh,twostage,Agent,3,0,0.91390729,0.967352092,0.953359962,0.81501081,4.624304771,35.71136856,5.975898743,0.166520059,6.264433861
tjh,twostage,Agent,4,0,0.915254235,0.985051751,0.978191495,0.921143355,5.785040379,67.78616333,8.233235359,-0.153494,4.319116592
tjh,twostage,Agent,5,0,0.868571401,0.947488546,0.928052545,0.867968169,4.449565411,33.00724792,5.745193481,0.17488879,6.455034733
tjh,twostage,Agent,6,0,0.928104579,0.964009821,0.969937861,0.828430251,4.920733452,44.53849411,6.673716545,0.133346379,5.568246841
tjh,twostage,Agent,7,0,0.978021979,0.998399317,0.99717921,0.944396721,3.671377897,24.87831688,4.987816811,0.22647953,3.528873205
tjh,twostage,Agent,8,0,0.970930219,0.997185826,0.996103048,0.947064011,4.623202801,37.02927017,6.085167885,0.215381622,3.922723055
tjh,twostage,Agent,9,0,0.879518092,0.966421008,0.941790342,0.778726801,5.055279732,50.83600235,7.129937172,0.0899266,5.826596737
tjh,twostage,GRASP,0,0,0.878612697,0.976210654,0.963865459,0.685020562,4.316066742,44.73935318,6.68874836,-0.094125748,6.520447254
tjh,twostage,GRASP,1,0,0.922222197,0.985021114,0.978742242,0.88605337,4.539310932,36.68165207,6.056538105,0.196432233,5.496085167
tjh,twostage,GRASP,2,0,0.937142849,0.989741266,0.973932564,0.748007201,4.710404396,46.81483078,6.842136383,0.03916496,4.21191597
tjh,twostage,GRASP,3,0,0.89403975,0.959054828,0.950922787,0.763895377,4.233065128,29.32235336,5.415011883,0.315635502,6.23185873
tjh,twostage,GRASP,4,0,0.892655373,0.965054512,0.944506526,0.846041788,5.477390289,63.08556366,7.942642212,-0.073505521,4.927473545
tjh,twostage,GRASP,5,0,0.834285736,0.919957042,0.888926029,0.873793103,4.309092999,32.64391327,5.713485241,0.183971405,7.105197906
tjh,twostage,GRASP,6,0,0.90196079,0.97928375,0.974673212,0.714823256,4.637909412,46.56457901,6.823824406,0.093921781,5.764466286
tjh,twostage,GRASP,7,0,0.994505465,0.999866545,0.999751985,0.997472578,3.923882008,24.48427582,4.948158741,0.238731086,3.269598246
tjh,twostage,GRASP,8,0,0.941860437,0.991557658,0.985737622,0.831985773,4.553799152,33.3753624,5.777141571,0.292804837,5.613003254
tjh,twostage,GRASP,9,0,0.903614461,0.961179376,0.937503457,0.731067958,4.997834206,48.82607651,6.987565994,0.125908554,5.989569664
tjh,twostage,RETAIN,0,0,0.924855471,0.990087748,0.984920979,0.755689025,4.59814024,53.72366714,7.32964325,-0.313842058,5.355281353
tjh,twostage,RETAIN,1,0,0.972222209,0.994494915,0.992580175,0.920816748,4.098302364,32.73171997,5.721164227,0.282961547,3.577430248
tjh,twostage,RETAIN,2,0,0.954285741,0.983050823,0.96809417,0.805527296,4.336450577,34.98503876,5.914814949,0.281961501,3.267044544
tjh,twostage,RETAIN,3,0,0.907284796,0.97582972,0.967197299,0.746856899,4.656219959,36.47715378,6.039631844,0.14864713,6.330481052
tjh,twostage,RETAIN,4,0,0.920903981,0.977411628,0.965299129,0.923020893,5.887057304,64.98607635,8.061393738,-0.105845928,4.192983627
tjh,twostage,RETAIN,5,0,0.902857125,0.962530196,0.957072437,0.93204244,3.903501987,23.22449684,4.819180012,0.419436812,5.16373682
tjh,twostage,RETAIN,6,0,0.954248369,0.972436845,0.93884635,0.858570883,4.835579872,58.88282394,7.673514366,-0.145773292,4.638020039
tjh,twostage,RETAIN,7,0,0.978021979,0.993330717,0.987475753,0.921649924,3.995395184,23.54557991,4.852378845,0.267917156,3.62533021
tjh,twostage,RETAIN,8,0,0.95348835,0.985999703,0.958587527,0.857302986,4.88958025,35.66431808,5.971961021,0.244303823,4.742070198
tjh,twostage,RETAIN,9,0,0.885542154,0.948894322,0.928776324,0.537028382,5.243350983,48.00882339,6.92884016,0.140539169,6.843919754
tjh,twostage,StageNet,0,0,0.890173435,0.982724428,0.973359585,0.616371197,4.080927372,42.37409973,6.509539127,-0.036282063,6.311220169
tjh,twostage,StageNet,1,0,0.922222197,0.989886045,0.985525846,0.764381544,3.387927294,25.10832596,5.010820866,0.449963689,4.715988159
tjh,twostage,StageNet,2,0,0.931428552,0.98409164,0.960346103,0.720616679,5.034594536,56.53516006,7.518986702,-0.160336614,4.269160271
tjh,twostage,StageNet,3,0,0.860927165,0.949314654,0.936216593,0.576472118,4.638457775,32.56768036,5.706809998,0.239891648,8.142461777
tjh,twostage,StageNet,4,0,0.926553667,0.960138142,0.930574358,0.958694138,5.327913284,54.1902771,7.361404419,0.077862501,4.478960037
tjh,twostage,StageNet,5,0,0.868571401,0.922508717,0.872403681,0.850493368,4.103999615,29.46633339,5.42828989,0.263404131,6.290395737
tjh,twostage,StageNet,6,0,0.908496737,0.982619345,0.976933718,0.717141765,5.044716358,48.06191635,6.932670116,0.064785779,5.685131073
tjh,twostage,StageNet,7,0,0.961538434,0.998132706,0.996680915,0.914067659,3.587440252,19.83790779,4.453976631,0.383196652,3.685942888
tjh,twostage,StageNet,8,0,0.95348835,0.994793892,0.992937624,0.878017069,5.537303925,47.72418213,6.908268929,-0.011234403,5.784294128
tjh,twostage,StageNet,9,0,0.879518092,0.962817371,0.946073949,0.748088974,5.234792233,61.12360764,7.818158627,-0.094243526,6.559504986
tjh,twostage,MCGRU,0,0,0.890173435,0.987114072,0.981042147,0.616371198,4.740905285,51.59429932,7.182917118,-0.261767149,6.674622059
tjh,twostage,MCGRU,1,0,0.944444418,0.990270138,0.986052334,0.841633497,4.029402733,28.17212105,5.307741642,0.382846534,4.720074654
tjh,twostage,MCGRU,2,0,0.948571444,0.995093644,0.98955822,0.778136775,4.611194611,39.09717178,6.252773285,0.197563469,3.688175678
tjh,twostage,MCGRU,3,0,0.933774829,0.972041845,0.964509606,0.888032859,4.462106228,31.01689911,5.569281578,0.276085913,5.309673309
tjh,twostage,MCGRU,4,0,0.915254235,0.973691106,0.958706856,0.938041207,5.451156139,59.71234894,7.727376461,-0.016104698,4.068915367
tjh,twostage,MCGRU,5,0,0.868571401,0.956218123,0.941484511,0.867968169,4.271461487,29.72903824,5.452434063,0.25683713,6.222631931
tjh,twostage,MCGRU,6,0,0.941176474,0.970505655,0.974372268,0.853933863,5.261277199,48.13398361,6.937865734,0.0633834,5.365643978
tjh,twostage,MCGRU,7,0,0.956043959,0.995731652,0.992551804,0.866046645,3.991479158,27.23236084,5.218463421,0.153287232,4.755499363
tjh,twostage,MCGRU,8,0,0.970930219,0.995778918,0.993711829,0.926349928,4.896373272,42.40403748,6.511838436,0.101495028,4.21073103
tjh,twostage,MCGRU,9,0,0.855421662,0.952825546,0.918578982,0.520007369,5.222815037,45.54318619,6.748569012,0.184679329,7.883171558
cdsl,twostage,RF,0,0,0.901416421,0.85312587,0.531532407,-0.050069384,4.064146519,31.28655624,5.593438625,0.106269658,4.884575827
cdsl,twostage,RF,1,0,0.883770704,0.799755275,0.410200655,-0.151080455,4.211825371,33.66060638,5.801775932,0.134635985,4.852994067
cdsl,twostage,RF,2,0,0.8913728,0.858781397,0.474891931,-0.143609893,4.214748859,39.16006851,6.257800579,0.127643824,4.86736849
cdsl,twostage,RF,3,0,0.898926318,0.826556504,0.497953236,-0.049392375,4.11950016,35.06829071,5.921848774,0.080661476,4.56913119
cdsl,twostage,RF,4,0,0.904087663,0.865100026,0.52624464,-0.091340153,3.956406832,28.25832176,5.315855503,0.071452796,4.80618578
cdsl,twostage,RF,5,0,0.899057388,0.833640933,0.500510156,-0.132343327,3.853590012,25.81852722,5.081193447,0.123080254,5.03688674
cdsl,twostage,RF,6,0,0.891641378,0.882722378,0.508679569,-0.12592272,3.915938616,26.43701744,5.141694069,0.064895391,5.13133967
cdsl,twostage,RF,7,0,0.889676213,0.825125456,0.464025438,-0.109439164,4.102335453,34.12224579,5.841424942,0.132591069,4.937954528
cdsl,twostage,RF,8,0,0.885753691,0.818447292,0.496189505,-0.087762609,4.116071701,32.55137253,5.705380917,0.126923144,4.838223855
cdsl,twostage,RF,9,0,0.87988168,0.871608973,0.53803575,-0.113418921,3.903189421,26.60868645,5.158360958,0.082300365,5.064378514
cdsl,twostage,DT,0,0,0.895103216,0.837941289,0.414022058,-0.047356728,4.125087261,32.04801178,5.661096096,0.084517956,5.030891435
cdsl,twostage,DT,1,0,0.875921667,0.730778873,0.271334678,-0.155499504,4.306967735,35.27807999,5.939535141,0.093053162,5.004093609
cdsl,twostage,DT,2,0,0.890192091,0.819108248,0.365488976,-0.078126047,4.297211647,40.34417343,6.351706505,0.101265907,4.865538455
cdsl,twostage,DT,3,0,0.892064273,0.786597729,0.371427953,-0.018766711,4.17565918,35.67016983,5.972450733,0.064882815,4.69163898
cdsl,twostage,DT,4,0,0.893928468,0.81885159,0.390617311,-0.064696387,3.9975245,28.40917969,5.33002615,0.066495717,5.043473149
cdsl,twostage,DT,5,0,0.895029962,0.770396709,0.380186677,-0.138783288,3.892821789,26.5111084,5.148893833,0.099556983,5.067130886
cdsl,twostage,DT,6,0,0.891481519,0.866163611,0.46578753,-0.107261981,3.95542407,26.83296967,5.180055141,0.050890207,5.198273565
cdsl,twostage,DT,7,0,0.888275504,0.766199708,0.367821902,-0.087395018,4.203635216,35.57876587,5.964793682,0.095565438,4.99320947
cdsl,twostage,DT,8,0,0.882510364,0.734168231,0.362464309,-0.068627083,4.225278854,34.64892578,5.886333942,0.070663571,4.908520411
cdsl,twostage,DT,9,0,0.875824153,0.836656809,0.437369347,-0.056054593,3.944506884,26.9630661,5.192597389,0.070078254,5.135754111
cdsl,twostage,GBDT,0,0,0.903358936,0.86468941,0.542317748,0.078239275,4.023149014,30.56553078,5.528610229,0.12686646,4.775935357
cdsl,twostage,GBDT,1,0,0.883453608,0.787973106,0.377216339,-0.074810941,4.178231716,33.19876099,5.761836529,0.146509349,4.770913453
cdsl,twostage,GBDT,2,0,0.890585661,0.855452299,0.486893058,-0.009324352,4.204694748,38.95981979,6.241780281,0.132104695,4.85344377
cdsl,twostage,GBDT,3,0,0.902397692,0.841742396,0.518135667,0.102147297,4.093663692,34.56243515,5.878982544,0.093922734,4.428906022
cdsl,twostage,GBDT,4,0,0.891288698,0.865160644,0.480679691,0.041686995,3.90286684,27.31781006,5.226644039,0.102357328,4.980546088
cdsl,twostage,GBDT,5,0,0.902056575,0.842053413,0.521237373,0.013794254,3.82200551,25.47290039,5.047068596,0.134819388,4.891336342
cdsl,twostage,GBDT,6,0,0.891641378,0.886693358,0.519936085,-0.002709523,3.87766242,25.86045837,5.085318089,0.085288882,5.105440907
cdsl,twostage,GBDT,7,0,0.89148885,0.842595339,0.499743283,0.014809658,4.08381319,33.75694656,5.810072899,0.141877174,4.78857309
cdsl,twostage,GBDT,8,0,0.88980782,0.841943026,0.514521122,0.033695942,4.089886665,31.93492126,5.651099205,0.143457294,4.661500604
cdsl,twostage,GBDT,9,0,0.885460675,0.886295021,0.571723402,0.027561207,3.854885578,25.80395508,5.079759121,0.110054553,4.935074117
cdsl,twostage,XGBoost,0,0,0.903116167,0.854638755,0.532823443,0.017747032,4.041129589,30.97056389,5.56512022,0.115296304,4.783318996
cdsl,twostage,XGBoost,1,0,0.883612156,0.777527928,0.368584335,-0.109999665,4.177829742,33.27241516,5.768224716,0.144615769,4.781525146
cdsl,twostage,XGBoost,2,0,0.892789662,0.859382987,0.484389096,-0.067386696,4.186188221,38.87797546,6.235220432,0.133927882,4.806366733
cdsl,twostage,XGBoost,3,0,0.899895072,0.832061052,0.490589321,0.015212773,4.101923943,34.87630844,5.90561676,0.085694432,4.506083483
cdsl,twostage,XGBoost,4,0,0.90168786,0.864747882,0.503174424,0.030856975,3.933315754,27.97537994,5.28917551,0.080750048,4.764983665
cdsl,twostage,XGBoost,5,0,0.900514126,0.835474074,0.507171452,-0.063782509,3.827850103,25.46462059,5.046247959,0.135100603,4.911840557
cdsl,twostage,XGBoost,6,0,0.892520368,0.882441044,0.521590412,-0.056686147,3.891764402,26.29948425,5.128302097,0.069760084,5.091756566
cdsl,twostage,XGBoost,7,0,0.894043028,0.835862577,0.494138002,-0.023266594,4.08525753,34.02921677,5.833456516,0.134955943,4.783073087
cdsl,twostage,XGBoost,8,0,0.886321247,0.833601177,0.50507319,-0.02955538,4.10984993,32.69969177,5.718364239,0.122944951,4.731814592
cdsl,twostage,XGBoost,9,0,0.885122597,0.883230686,0.562011003,-0.02526583,3.885124445,26.51812935,5.14957571,0.085423529,4.941326546
cdsl,twostage,CatBoost,0,0,0.904330254,0.862573266,0.549941599,0.012592984,4.016361237,30.4889946,5.52168417,0.129052758,4.772972654
cdsl,twostage,CatBoost,1,0,0.88638705,0.794474542,0.403325558,-0.088722762,4.180091858,33.22969818,5.764520645,0.145713985,4.72906684
cdsl,twostage,CatBoost,2,0,0.893812954,0.869253576,0.502095461,-0.078038735,4.193734646,38.75824356,6.225611687,0.13659513,4.79494133
cdsl,twostage,CatBoost,3,0,0.903124273,0.838458538,0.526808739,0.013977156,4.090872765,34.4664917,5.870816708,0.096437991,4.482034807
cdsl,twostage,CatBoost,4,0,0.906167507,0.867012978,0.506896138,0.011209594,3.895019531,27.16343689,5.211855412,0.107429922,4.643755158
cdsl,twostage,CatBoost,5,0,0.901713789,0.84622407,0.523532093,-0.063287127,3.818667889,25.22315025,5.022265434,0.143302143,4.913005264
cdsl,twostage,CatBoost,6,0,0.893639147,0.882802188,0.51813215,-0.066452515,3.866052866,25.62042427,5.061662197,0.093779147,5.06908273
cdsl,twostage,CatBoost,7,0,0.892312765,0.835469842,0.493084431,-0.054895151,4.08860302,33.82223892,5.815689087,0.140217423,4.820094477
cdsl,twostage,CatBoost,8,0,0.886969924,0.825131714,0.497935385,-0.035400122,4.086118221,31.86476135,5.644887924,0.145339072,4.728862145
cdsl,twostage,CatBoost,9,0,0.884192705,0.887356579,0.564541936,-0.04511648,3.847332001,25.52656555,5.052381992,0.119621277,4.95654413
cdsl,twostage,MLP,0,0,0.895184159,0.814798355,0.433829725,-0.077376795,4.036801815,31.95149422,5.652565479,0.087275088,5.019463539
cdsl,twostage,MLP,1,0,0.889241278,0.801020324,0.430512428,-0.040113222,4.23342371,34.55040359,5.877959251,0.111760557,4.747186348
cdsl,twostage,MLP,2,0,0.894836247,0.870689392,0.499489427,-0.04861466,4.27218771,40.52737427,6.366111279,0.097184777,4.792697711
cdsl,twostage,MLP,3,0,0.89771533,0.820927262,0.480648696,0.059695007,4.135466576,36.31327057,6.026049137,0.048023403,4.535688468
cdsl,twostage,MLP,4,0,0.905367553,0.869612396,0.512256265,0.02922768,3.938637972,28.21662331,5.311932087,0.072822988,4.636539922
cdsl,twostage,MLP,5,0,0.904113114,0.838605642,0.515590906,-0.001661653,3.823523283,26.09719086,5.108541012,0.113615572,4.793505192
cdsl,twostage,MLP,6,0,0.892280638,0.874776483,0.495808274,-0.008290305,3.91059494,26.68874359,5.166114807,0.05599159,5.114270595
cdsl,twostage,MLP,7,0,0.888440311,0.827920556,0.457746208,-0.004097771,4.105417252,35.87949371,5.989949226,0.087920666,4.796977399
cdsl,twostage,MLP,8,0,0.887780726,0.827639639,0.493207216,0.002870931,4.139520645,33.8531723,5.818347931,0.092006922,4.681061745
cdsl,twostage,MLP,9,0,0.885460675,0.86863482,0.54058063,0.012247849,3.876416922,26.71132278,5.168299675,0.078760564,4.875900269
cdsl,twostage,GRU,0,0,0.909591258,0.882584274,0.605931222,0.308995933,3.671339989,28.12368965,5.303177357,0.196619987,4.157793378
cdsl,twostage,GRU,1,0,0.872988164,0.822302818,0.441910207,0.184685442,3.949962616,31.60781288,5.62208271,0.187410235,4.610240182
cdsl,twostage,GRU,2,0,0.902471662,0.884672105,0.574390888,0.142161612,4.025969505,37.23262787,6.101854324,0.170580864,4.540997505
cdsl,twostage,GRU,3,0,0.88504076,0.861096799,0.449421912,0.187228395,3.946135521,34.28211594,5.855093002,0.10127157,4.603904247
cdsl,twostage,GRU,4,0,0.919046462,0.928095102,0.679710865,0.417383263,3.607238531,25.65135765,5.064716816,0.157115698,3.909085989
cdsl,twostage,GRU,5,0,0.924764335,0.888659179,0.661007106,0.231762171,3.492585182,22.73115349,4.767719746,0.227942169,3.89863448
cdsl,twostage,GRU,6,0,0.88892442,0.903366804,0.513889849,0.191309843,3.665036917,24.58039284,4.9578619,0.13056618,4.864252567
cdsl,twostage,GRU,7,0,0.897503495,0.883152008,0.572304547,0.116055893,3.798499584,31.51104927,5.613470554,0.198969305,4.24490881
cdsl,twostage,GRU,8,0,0.895726919,0.851534486,0.563828111,0.226892702,3.754083872,28.47260857,5.335973263,0.236321688,4.215809345
cdsl,twostage,GRU,9,0,0.892476737,0.887500763,0.615986347,0.159709822,3.591392756,24.79671669,4.979629993,0.144792855,4.397089347
cdsl,twostage,RNN,0,0,0.905139625,0.868337929,0.603209794,0.259263894,3.922124147,30.16062737,5.491868973,0.13843286,4.500567436
cdsl,twostage,RNN,1,0,0.88599062,0.835375071,0.456853747,0.055960178,4.136320114,35.14559555,5.928371906,0.09645915,4.4633255
cdsl,twostage,RNN,2,0,0.89696157,0.872799397,0.529694378,0.139978817,4.268097878,40.18905258,6.339483738,0.104721487,4.662213643
cdsl,twostage,RNN,3,0,0.901186705,0.871490896,0.568552434,0.235064448,3.989210606,34.46767426,5.870917797,0.096407056,4.21308136
cdsl,twostage,RNN,4,0,0.926805854,0.92536658,0.692035675,0.343873304,3.772134542,26.29843903,5.128200531,0.135853112,3.906867393
cdsl,twostage,RNN,5,0,0.919708669,0.8995682,0.657903254,0.255342336,3.518800259,23.63481712,4.861565113,0.197249472,3.999696732
cdsl,twostage,RNN,6,0,0.897714555,0.905001342,0.55456537,0.133409232,3.728145123,25.46565056,5.046350002,0.099253654,4.646369934
cdsl,twostage,RNN,7,0,0.897915483,0.861277223,0.550312698,0.092966175,3.989937782,35.72365952,5.97692728,0.09188211,4.343058383
cdsl,twostage,RNN,8,0,0.895402551,0.865645587,0.563938737,0.237381212,3.915670156,30.7068615,5.541377068,0.176395714,4.334897518
cdsl,twostage,RNN,9,0,0.883770049,0.876259267,0.579822004,0.215534712,3.718002319,24.85489845,4.985468864,0.142786264,4.614994526
cdsl,twostage,LSTM,0,0,0.91558075,0.875731885,0.646387756,0.301852603,3.752544403,28.29973984,5.319749832,0.191590965,4.153050423
cdsl,twostage,LSTM,1,0,0.884642839,0.816413701,0.401567996,0.02879121,4.021806717,31.73569679,5.633444309,0.184122503,4.487856388
cdsl,twostage,LSTM,2,0,0.886177599,0.852251649,0.476855397,0.117801622,4.050673008,38.38379288,6.195465565,0.144936681,4.727356911
cdsl,twostage,LSTM,3,0,0.903043509,0.854762614,0.493984491,0.214058948,3.914208174,32.80360794,5.727443218,0.140031636,4.099467754
cdsl,twostage,LSTM,4,0,0.917686582,0.920680702,0.67557615,0.439905871,3.693171501,26.21776772,5.120328903,0.13850385,3.959799767
cdsl,twostage,LSTM,5,0,0.917052269,0.88395226,0.631772697,0.233545544,3.600426435,23.59862328,4.857841492,0.198478758,4.200564861
cdsl,twostage,LSTM,6,0,0.909701109,0.910256386,0.600742161,0.2045642,3.698974133,24.39365005,4.938992977,0.137171507,4.389086723
cdsl,twostage,LSTM,7,0,0.891900778,0.864991307,0.518337667,0.168944417,3.897333622,33.51486206,5.789202213,0.148031116,4.439711571
cdsl,twostage,LSTM,8,0,0.894024134,0.853674054,0.54774189,0.138020591,3.859247923,29.92735863,5.470590115,0.197303116,4.342485428
cdsl,twostage,LSTM,9,0,0.888588309,0.868940175,0.559759974,0.115147138,3.639941931,23.98012543,4.896950722,0.172956109,4.567643166
cdsl,twostage,TCN,0,0,0.912343204,0.875634849,0.612134516,0.251849299,3.706015825,28.34328651,5.323841095,0.190346956,4.190835476
cdsl,twostage,TCN,1,0,0.88908267,0.816472948,0.452317834,-0.024073711,3.934511423,32.37474823,5.689881325,0.167693496,4.367251766
