dataset,task,model,fold,seed,accuracy,auroc,auprc,es,mae,mse,rmse,r2,osmae
cdsl,los,Transformer,9,0,,,,,3.732484579,27.33880806,5.228652477,0.05711937,
cdsl,multitask,AdaCare,0,0,0.907891572,0.861761093,0.585334063,0.027964705,3.661113501,28.26084328,5.316092968,0.192702055,4.359970093
cdsl,multitask,AdaCare,1,0,0.891223311,0.826102316,0.47936058,-0.00418799,3.988310099,33.49588013,5.78756237,0.138870835,4.397690782
cdsl,multitask,AdaCare,2,0,0.898142338,0.867506504,0.522440553,-0.022944992,4.067177773,39.31646347,6.270284176,0.124159873,4.539640991
cdsl,multitask,AdaCare,3,0,0.907402933,0.859499395,0.550657749,0.086966852,3.910883188,35.01427078,5.917285919,0.082077682,4.068984278
cdsl,multitask,AdaCare,4,0,0.915606737,0.89492631,0.619545162,0.127752109,3.830572605,31.3637886,5.600338459,-0.030590534,4.243382994
cdsl,multitask,AdaCare,5,0,0.907197952,0.861481786,0.56748116,0.010821964,3.572245121,25.96720314,5.095802307,0.118030608,4.435676491
cdsl,multitask,AdaCare,6,0,0.895477057,0.883245766,0.534173191,-0.026776644,3.717759848,29.37073708,5.419477463,-0.038873315,4.712889356
cdsl,multitask,AdaCare,7,0,0.890664935,0.862083137,0.514313877,-0.067616278,3.899815321,37.41922379,6.117125511,0.048779786,4.595522041
cdsl,multitask,AdaCare,8,0,0.885996938,0.869769454,0.554759026,-0.078875398,3.802402496,31.78330231,5.637668133,0.14752394,4.472920964
cdsl,multitask,AdaCare,9,0,0.888672888,0.873774886,0.578134954,0.001471781,3.669629574,28.53743172,5.342043877,0.015780389,4.518749221
cdsl,multitask,Agent,0,0,0.911695659,0.879802287,0.60096097,0.199042917,3.712366581,27.04636765,5.200612068,0.2273947,4.297755952
cdsl,multitask,Agent,1,0,0.878458738,0.800165296,0.419947237,0.045239893,4.057716846,33.15693283,5.758205891,0.147584617,4.889980158
cdsl,multitask,Agent,2,0,0.899401784,0.889758825,0.553144693,0.124611942,4.060389519,37.17318726,6.096982002,0.171904922,4.466125815
cdsl,multitask,Agent,3,0,0.908936799,0.882291377,0.583283663,0.228445068,4.037277222,33.82337952,5.815787315,0.113297641,4.173575878
cdsl,multitask,Agent,4,0,0.918806493,0.921581984,0.659623563,0.267008915,3.859345913,26.26596069,5.125032902,0.136920273,4.249304753
cdsl,multitask,Agent,5,0,0.911396742,0.880445242,0.589987457,0.075419729,3.603488922,22.74625587,4.769303322,0.227429211,4.391986847
cdsl,multitask,Agent,6,0,0.887086451,0.885381401,0.481225789,0.27484717,3.79298377,28.05563736,5.296757221,0.007643163,4.996311188
cdsl,multitask,Agent,7,0,0.891076863,0.881312251,0.556829035,0.208066241,3.819551706,32.54433823,5.704764366,0.172702432,4.351616594
cdsl,multitask,Agent,8,0,0.875050664,0.850640297,0.518054247,0.161079301,3.812934637,30.00197983,5.477406502,0.195301712,4.687144601
cdsl,multitask,Agent,9,0,0.890278935,0.888621807,0.583087683,0.151040354,3.473668575,23.67461967,4.86565733,0.183492541,4.421368223
cdsl,multitask,GRASP,0,0,0.904896796,0.853045642,0.568857789,0.170288757,3.840935469,29.69792175,5.449580193,0.151650548,4.382757928
cdsl,multitask,GRASP,1,0,0.880202949,0.755203664,0.371962935,-0.004515327,4.032635689,32.70194626,5.718561649,0.159281671,4.600945562
cdsl,multitask,GRASP,2,0,0.899401784,0.792639077,0.475327909,0.021671335,4.076056957,37.26973724,6.104894638,0.169754088,4.582015619
cdsl,multitask,GRASP,3,0,0.912973285,0.837843895,0.518125057,0.208233894,3.968858719,33.5443573,5.791749001,0.120612323,4.03887558
cdsl,multitask,GRASP,4,0,0.920726359,0.904386163,0.63134712,0.170976348,3.735335827,25.35281944,5.035158157,0.16692543,4.100833063
cdsl,multitask,GRASP,5,0,0.910539865,0.875719965,0.598199666,0.164489345,3.701577663,23.94121933,4.892976761,0.186842561,4.425772259
cdsl,multitask,GRASP,6,0,0.885488272,0.813533545,0.385285676,-0.021195863,3.894185305,28.15036392,5.305691719,0.004292607,4.94472463
cdsl,multitask,GRASP,7,0,0.900799215,0.829563856,0.549042702,0.085821432,3.975285769,33.97194672,5.828546047,0.136411786,4.436410904
cdsl,multitask,GRASP,8,0,0.888591588,0.795422256,0.460049331,-0.003534266,3.900640011,29.83579063,5.462214947,0.199759126,4.549717426
cdsl,multitask,GRASP,9,0,0.884446323,0.814941645,0.497509658,0.083467121,3.808538198,25.66688728,5.066249847,0.114781797,4.79903656
cdsl,multitask,GRU,0,0,0.892755985,0.844164491,0.518111408,0.227525811,4.012691021,32.20635223,5.675064087,0.079994798,4.731543678
cdsl,multitask,GRU,1,0,0.887417734,0.839850783,0.466668546,0.008087147,3.930713892,31.65690613,5.626447201,0.186148107,4.352642536
cdsl,multitask,GRU,2,0,0.89845717,0.888906658,0.534066737,0.207645459,3.940781116,36.31108856,6.025868416,0.191109657,4.494998149
cdsl,multitask,GRU,3,0,0.90699929,0.864972591,0.537707031,0.188993563,4.15817976,36.38615799,6.032094002,0.046112657,4.22633791
cdsl,multitask,GRU,4,0,0.905927539,0.917423964,0.626623034,0.418054149,4.015729904,30.8413372,5.553497791,-0.013423204,4.454273542
cdsl,multitask,GRU,5,0,0.906512439,0.871513128,0.566732526,0.174099749,3.928932428,28.79396248,5.366000652,0.0220204,4.733050346
cdsl,multitask,GRU,6,0,0.903068542,0.906812012,0.581019878,0.155732359,3.925908804,27.9616127,5.287874222,0.010968924,4.636549098
cdsl,multitask,GRU,7,0,0.897915483,0.871674001,0.567642748,0.212945578,3.975832224,35.89554977,5.991289616,0.087512553,4.40810921
cdsl,multitask,GRU,8,0,0.87861836,0.815747559,0.46818462,0.132896433,4.303347588,37.12205505,6.092787266,0.004330516,4.954365295
cdsl,multitask,GRU,9,0,0.888334751,0.882805705,0.589221835,0.111987238,3.616576195,24.23177528,4.922578335,0.164276958,4.492151973
cdsl,multitask,LSTM,0,0,0.916390121,0.884223878,0.639762104,0.212425356,3.818963051,28.27964211,5.317860603,0.192165077,4.286419868
cdsl,multitask,LSTM,1,0,0.881947219,0.785998046,0.375527263,-0.126448348,4.01692009,31.84918022,5.643507957,0.181205034,4.580379486
cdsl,multitask,LSTM,2,0,0.885705292,0.82344532,0.421201944,-0.00530801,3.977798462,37.86748886,6.153656483,0.156438231,4.739990234
cdsl,multitask,LSTM,3,0,0.896019995,0.85744822,0.525355458,0.176196095,3.957753181,34.62097549,5.883959293,0.092388093,4.259341717
cdsl,multitask,LSTM,4,0,0.917286634,0.909694433,0.639647603,0.322979991,3.729885578,26.48402405,5.146263123,0.129754901,4.086931705
cdsl,multitask,LSTM,5,0,0.916795194,0.876273513,0.603654742,0.106628771,3.688206911,24.91522408,4.99151516,0.153760791,4.366800732
cdsl,multitask,LSTM,6,0,0.909461379,0.896548688,0.601064205,0.216074562,3.87867403,27.46349144,5.240561962,0.028587997,4.51976347
cdsl,multitask,LSTM,7,0,0.893219054,0.856193542,0.553939223,0.144460603,3.902869225,32.71899796,5.720052242,0.168262482,4.488312171
cdsl,multitask,LSTM,8,0,0.887537479,0.817795277,0.510331213,0.188541584,3.883697987,31.22237587,5.58769846,0.162568808,4.394000794
cdsl,multitask,LSTM,9,0,0.899070144,0.873399615,0.603272736,0.1930103,3.601822138,25.85293198,5.084578037,0.108365357,4.276247025
cdsl,multitask,MLP,0,0,0.892998815,0.812841296,0.436469465,0.038996175,4.089165688,31.94976044,5.652411938,0.087324619,5.022140503
cdsl,multitask,MLP,1,0,0.886942029,0.802338898,0.435060471,0.026745354,4.175071716,33.64497375,5.800428867,0.135037839,4.670795891
cdsl,multitask,MLP,2,0,0.891451538,0.865212083,0.476198226,-0.06808519,4.329297543,39.59668732,6.292589664,0.117917418,4.974506855
cdsl,multitask,MLP,3,0,0.897069514,0.824283361,0.488284886,0.07884708,4.149011135,35.28100204,5.939781189,0.075085104,4.582328827
cdsl,multitask,MLP,4,0,0.906007528,0.864986062,0.513769567,-0.001058039,3.904969215,27.93568039,5.285421371,0.082054555,4.598539756
cdsl,multitask,MLP,5,0,0.906426728,0.842793226,0.529734612,0.046489441,3.826890945,25.50751877,5.050497055,0.133643627,4.776443092
cdsl,multitask,MLP,6,0,0.892040908,0.876116097,0.488392055,-0.054854953,4.067325115,27.58184052,5.251841545,0.024401844,5.261683724
cdsl,multitask,MLP,7,0,0.887863576,0.825459898,0.448250473,-0.025880524,4.22504425,34.82088852,5.900922775,0.11483109,4.989711582
cdsl,multitask,MLP,8,0,0.884375274,0.823457539,0.484778106,-0.001932967,4.144480228,32.52038193,5.702664375,0.127754331,4.778827405
cdsl,multitask,MLP,9,0,0.884953499,0.871820211,0.539396644,0.006657257,3.878357887,26.60875893,5.158367634,0.082297802,4.907116279
cdsl,multitask,RETAIN,0,0,0.913800061,0.876295745,0.631098986,0.146869487,3.806773663,28.16724014,5.307281971,0.195375919,4.276072979
cdsl,multitask,RETAIN,1,0,0.889162004,0.822047591,0.449608266,0.031246237,4.000334263,32.6651268,5.715341568,0.160228252,4.389727051
cdsl,multitask,RETAIN,2,0,0.892947078,0.856250763,0.486286521,0.03651434,4.110991001,37.9458313,6.160018921,0.154693007,4.709471226
cdsl,multitask,RETAIN,3,0,0.913134754,0.879645824,0.604303658,0.203644457,3.968729734,33.62776566,5.798945427,0.118425786,4.007593155
cdsl,multitask,RETAIN,4,0,0.922246218,0.931298614,0.696028948,0.296144544,3.771730661,27.05505562,5.201447487,0.11099124,4.037150383
cdsl,multitask,RETAIN,5,0,0.910368443,0.844509661,0.557525992,0.131298776,3.567735434,23.69651413,4.86790657,0.195153952,4.286833763
cdsl,multitask,RETAIN,6,0,0.887406111,0.848434627,0.452438742,0.031123966,3.691803217,26.75300598,5.172330856,0.053718567,4.880454989
cdsl,multitask,RETAIN,7,0,0.892065585,0.8632828,0.545752704,0.071096291,4.049046516,33.29958725,5.770579338,0.153503537,4.77169496
cdsl,multitask,RETAIN,8,0,0.887861848,0.85446763,0.51383394,-0.006416605,3.855016708,30.840065,5.55338335,0.172822952,4.457224925
cdsl,multitask,RETAIN,9,0,0.89340657,0.842373669,0.587566197,0.06361647,3.543147326,25.15748024,5.015723228,0.132350564,4.28429434
cdsl,multitask,RNN,0,0,0.903844595,0.880869567,0.59556067,0.25618955,3.76933217,27.9355526,5.285409451,0.2019943,4.442667007
cdsl,multitask,RNN,1,0,0.891144037,0.833337128,0.459989995,0.070854011,4.013638496,30.97213173,5.565261364,0.203752637,4.423774242
cdsl,multitask,RNN,2,0,0.894285262,0.852265775,0.480060756,0.037998641,4.062387466,39.56607056,6.290156841,0.118599474,4.553972721
cdsl,multitask,RNN,3,0,0.902236223,0.85626471,0.533779144,0.21397069,3.925905228,34.06487656,5.836512566,0.106966615,4.10838747
cdsl,multitask,RNN,4,0,0.916006744,0.906852543,0.62736696,0.217075814,3.889862537,26.32498932,5.130788326,0.134980679,4.288854122
cdsl,multitask,RNN,5,0,0.90128535,0.875890672,0.530955195,-0.080724561,3.595278263,23.8330555,4.881911278,0.190516353,4.599856377
cdsl,multitask,RNN,6,0,0.899472594,0.902115703,0.534236431,0.101581336,3.776864052,25.50813103,5.050557613,0.097751081,4.68674649
cdsl,multitask,RNN,7,0,0.903435767,0.871668279,0.595220804,0.135660371,3.940780163,33.21203613,5.762988567,0.155729115,4.236036777
cdsl,multitask,RNN,8,0,0.893699825,0.847896457,0.536633968,0.131215069,3.969020605,29.25942802,5.409198284,0.215218008,4.442610741
cdsl,multitask,RNN,9,0,0.892392218,0.885783315,0.583471775,0.072123892,3.804772615,24.57250595,4.957066059,0.152525604,4.560545285
cdsl,multitask,StageNet,0,0,0.914528549,0.886431277,0.636752903,0.2787046,3.643296242,27.570467,5.250758648,0.212423325,4.093493462
cdsl,multitask,StageNet,1,0,0.889796257,0.81592387,0.459857762,0.053259648,3.957546473,31.3185463,5.596297741,0.194846869,4.435949528
cdsl,multitask,StageNet,2,0,0.896410584,0.861852705,0.513662994,0.11579345,4.028469086,38.05921936,6.169215679,0.152167082,4.57735188
cdsl,multitask,StageNet,3,0,0.910067022,0.868725836,0.585022688,0.260659383,3.9004879,33.48649216,5.78675127,0.122129321,3.987270742
cdsl,multitask,StageNet,4,0,0.909927189,0.896659851,0.601226926,0.264996256,3.657455921,26.3210659,5.130405903,0.135109544,4.106960847
cdsl,multitask,StageNet,5,0,0.912082255,0.890062988,0.599351048,0.193023327,3.492497683,23.31606102,4.828670502,0.208075881,4.166688712
cdsl,multitask,StageNet,6,0,0.900431514,0.901466846,0.542327762,0.16776592,3.708811522,27.21771622,5.217060089,0.037281334,4.422868903
cdsl,multitask,StageNet,7,0,0.894619763,0.860823154,0.560427666,0.174172278,3.854493618,33.21730423,5.763445377,0.155595183,4.288439468
cdsl,multitask,StageNet,8,0,0.888753772,0.83973366,0.529454529,0.164522094,3.940259457,32.65273285,5.714256763,0.124204516,4.487954498
cdsl,multitask,StageNet,9,0,0.899999976,0.870792389,0.602386534,0.192443139,3.605756998,26.17860794,5.116503716,0.09713316,4.23902962
cdsl,multitask,TCN,0,0,0.917766094,0.88946259,0.653648913,0.239190235,3.728146553,27.9448452,5.286288261,0.201728821,4.154323578
cdsl,multitask,TCN,1,0,0.888369143,0.83297646,0.470791966,-0.063108644,3.950012207,31.76572037,5.636108398,0.183350682,4.37949744
cdsl,multitask,TCN,2,0,0.902078092,0.895796299,0.571806729,0.077288948,4.048992634,36.91447067,6.07572794,0.177668273,4.470497087
cdsl,multitask,TCN,3,0,0.909178972,0.873700619,0.585207164,0.120681561,3.921804667,33.55418777,5.792597771,0.120354652,4.073154449
cdsl,multitask,TCN,4,0,0.924086094,0.926479578,0.689220607,0.324225923,3.73067379,26.40684319,5.138759136,0.132291019,3.90361619
cdsl,multitask,TCN,5,0,0.915424168,0.887298048,0.624598145,0.185295374,3.553890944,23.38023186,4.835310936,0.205896378,4.139372826
cdsl,multitask,TCN,6,0,0.909621239,0.916175365,0.599739075,0.153465167,3.741852522,26.01686287,5.100672722,0.079756737,4.428810295
cdsl,multitask,TCN,7,0,0.895526052,0.874007821,0.539982319,0.151605346,3.847646236,34.05986786,5.836083412,0.134176791,4.158464432
cdsl,multitask,TCN,8,0,0.894753933,0.867189467,0.574130893,0.117123635,3.871218204,29.54663277,5.435681343,0.207514763,4.303499071
cdsl,multitask,TCN,9,0,0.902197778,0.872772157,0.628930449,0.18798687,3.558544636,24.93185806,4.993181229,0.14013201,4.140299797
cdsl,multitask,Transformer,0,0,0.887575865,0.815303683,0.413609564,-0.220152955,3.820225239,29.91112328,5.469106197,0.145560205,5.064782619
cdsl,multitask,Transformer,1,0,0.882026494,0.832588613,0.374686897,-0.178658594,4.25163126,34.09169388,5.83880949,0.123553336,4.951992512
cdsl,multitask,Transformer,2,0,0.881375968,0.830978572,0.367437482,-0.278855864,4.339514732,39.42726135,6.279113293,0.121691644,5.147475386
cdsl,multitask,Transformer,3,0,0.886090279,0.800239503,0.331307292,-0.235794116,4.046284676,35.64491653,5.970336437,0.065544844,4.808725357
cdsl,multitask,Transformer,4,0,0.883369327,0.820138931,0.346029133,-0.233472185,3.901368856,27.52831841,5.246743679,0.095440209,5.043395996
cdsl,multitask,Transformer,5,0,0.880291343,0.781381726,0.313631326,-0.261935161,3.815115452,28.07453728,5.298541069,0.046455503,5.314534664
cdsl,multitask,Transformer,6,0,0.878296316,0.822514892,0.371908456,-0.253495903,3.821196556,26.82827759,5.179602146,0.051056147,5.297091007
cdsl,multitask,Transformer,7,0,0.873280048,0.823212385,0.335089356,-0.314981218,4.096458435,35.926754,5.993893147,0.086719334,5.3121562
cdsl,multitask,Transformer,8,0,0.86410445,0.783303738,0.323437303,-0.1869631,4.12519455,35.9497757,5.99581337,0.0357728,4.981447377
cdsl,multitask,Transformer,9,0,0.857988179,0.792966127,0.308133841,-0.235763745,3.81708312,26.84178734,5.180905819,0.07426101,5.360666418
tjh,outcome,RNN-ta,0,0,0.884393036,0.970971465,0.958747387,0.614352098,,,,,
tjh,outcome,RNN-ta,1,0,0.949999988,0.991934419,0.98842442,0.878328174,,,,,
tjh,outcome,RNN-ta,2,0,0.937142849,0.986767709,0.972261012,0.821961609,,,,,
tjh,outcome,RNN-ta,3,0,0.887417197,0.96374464,0.955280364,0.67383485,,,,,
tjh,outcome,RNN-ta,4,0,0.898305058,0.972628295,0.955992937,0.881715032,,,,,
tjh,outcome,RNN-ta,5,0,0.828571439,0.922105908,0.877561927,0.784477453,,,,,
tjh,outcome,RNN-ta,6,0,0.915032685,0.984726071,0.981247127,0.740326867,,,,,
tjh,outcome,RNN-ta,7,0,0.983516455,0.998799443,0.997851551,0.946924142,,,,,
tjh,outcome,RNN-ta,8,0,0.95348835,0.991698384,0.988328218,0.919445234,,,,,
tjh,outcome,RNN-ta,9,0,0.879518092,0.954791188,0.921134591,0.717451146,,,,,
tjh,outcome,GRU-ta,0,0,0.907514453,0.990370989,0.984342277,0.695116057,,,,,
tjh,outcome,GRU-ta,1,0,0.955555558,0.992318511,0.989095688,0.897641163,,,,,
tjh,outcome,GRU-ta,2,0,0.89142859,0.981118083,0.96507442,0.553534499,,,,,
tjh,outcome,GRU-ta,3,0,0.880794704,0.948051989,0.943054855,0.671400782,,,,,
tjh,outcome,GRU-ta,4,0,0.943502843,0.972761095,0.947779655,0.964326756,,,,,
tjh,outcome,GRU-ta,5,0,0.868571401,0.937684596,0.900789976,0.867968169,,,,,
tjh,outcome,GRU-ta,6,0,0.928104579,0.986657321,0.984124482,0.78669707,,,,,
tjh,outcome,GRU-ta,7,0,0.961538434,0.996265113,0.992536724,0.936814455,,,,,
tjh,outcome,GRU-ta,8,0,0.988372087,0.997467279,0.996677756,0.953968705,,,,,
tjh,outcome,GRU-ta,9,0,0.909638584,0.967239976,0.946488976,0.765109989,,,,,
tjh,outcome,TCN-ta,0,0,0.878612697,0.970121801,0.963466942,0.575989218,,,,,
tjh,outcome,TCN-ta,1,0,0.944444418,0.99219048,0.988484383,0.841633496,,,,,
tjh,outcome,TCN-ta,2,0,0.908571422,0.975319624,0.953235924,0.660357532,,,,,
tjh,outcome,TCN-ta,3,0,0.860927165,0.935606062,0.922321081,0.642191962,,,,,
tjh,outcome,TCN-ta,4,0,0.898305058,0.941137433,0.820893764,0.864817179,,,,,
tjh,outcome,TCN-ta,5,0,0.89142859,0.963201761,0.946048021,0.928159151,,,,,
tjh,outcome,TCN-ta,6,0,0.921568632,0.954353869,0.910733461,0.742645377,,,,,
tjh,outcome,TCN-ta,7,0,0.923076928,0.97865808,0.889175773,0.691654541,,,,,
tjh,outcome,TCN-ta,8,0,0.965116262,0.986492157,0.973234653,0.924048364,,,,,
tjh,outcome,TCN-ta,9,0,0.927710831,0.976904154,0.96291256,0.775322598,,,,,
tjh,outcome,StageNet-ta,0,0,0.890173435,0.984140515,0.97529465,0.616371197,,,,,
tjh,outcome,StageNet-ta,1,0,0.927777767,0.99065423,0.986738443,0.783694532,,,,,
tjh,outcome,StageNet-ta,2,0,0.931428552,0.985429704,0.964232922,0.720616679,,,,,
tjh,outcome,StageNet-ta,3,0,0.867549658,0.949494958,0.936263859,0.600812801,,,,,
tjh,outcome,StageNet-ta,4,0,0.926553667,0.959075212,0.929239035,0.958694138,,,,,
tjh,outcome,StageNet-ta,5,0,0.868571401,0.923180223,0.871828198,0.850493368,,,,,
tjh,outcome,StageNet-ta,6,0,0.928104579,0.984901667,0.980722129,0.786697069,,,,,
tjh,outcome,StageNet-ta,7,0,0.972527444,0.998132586,0.996653497,0.941869298,,,,,
tjh,outcome,StageNet-ta,8,0,0.959302306,0.995778918,0.99430573,0.880318633,,,,,
tjh,outcome,StageNet-ta,9,0,0.879518092,0.961670756,0.943507314,0.748088974,,,,,
cdsl,outcome,RNN-ta,0,0,0.913719118,0.883569777,0.647551417,0.290007336,,,,,
cdsl,outcome,RNN-ta,1,0,0.891064763,0.834164262,0.456201077,0.014797555,,,,,
cdsl,outcome,RNN-ta,2,0,0.897827446,0.876495957,0.527430415,0.128366349,,,,,
cdsl,outcome,RNN-ta,3,0,0.907402933,0.871440828,0.57399404,0.192612157,,,,,
cdsl,outcome,RNN-ta,4,0,0.917286634,0.924678743,0.674853981,0.410961923,,,,,
cdsl,outcome,RNN-ta,5,0,0.917223632,0.898773849,0.642370343,0.274761296,,,,,
cdsl,outcome,RNN-ta,6,0,0.901790023,0.8952142,0.556860745,0.10960371,,,,,
cdsl,outcome,RNN-ta,7,0,0.899563313,0.868663967,0.57543087,0.147248795,,,,,
cdsl,outcome,RNN-ta,8,0,0.894753933,0.869364917,0.579449117,0.177652749,,,,,
cdsl,outcome,RNN-ta,9,0,0.883939147,0.878753841,0.586954951,0.26892891,,,,,
cdsl,outcome,GRU-ta,0,0,0.911857545,0.887205541,0.614764452,0.354658986,,,,,
cdsl,outcome,GRU-ta,1,0,0.880520105,0.828942776,0.45043388,0.155634286,,,,,
cdsl,outcome,GRU-ta,2,0,0.901448369,0.887100518,0.579793096,0.178745255,,,,,
cdsl,outcome,GRU-ta,3,0,0.909340441,0.878211319,0.5965662,0.204262266,,,,,
cdsl,outcome,GRU-ta,4,0,0.915526748,0.919692278,0.66059494,0.389014361,,,,,
cdsl,outcome,GRU-ta,5,0,0.90814054,0.857586384,0.558650792,0.216108111,,,,,
cdsl,outcome,GRU-ta,6,0,0.902988672,0.912923694,0.560944498,0.241972877,,,,,
cdsl,outcome,GRU-ta,7,0,0.902776659,0.883363724,0.587915778,0.142020935,,,,,
cdsl,outcome,GRU-ta,8,0,0.895159304,0.862355113,0.571090579,0.26380265,,,,,
cdsl,outcome,GRU-ta,9,0,0.887066782,0.880821764,0.594596744,0.207756498,,,,,
cdsl,outcome,TCN-ta,0,0,0.910319686,0.882551074,0.639284015,0.33666503,,,,,
cdsl,outcome,TCN-ta,1,0,0.893443286,0.831452847,0.477237314,0.043766876,,,,,
cdsl,outcome,TCN-ta,2,0,0.899795353,0.886416376,0.552746296,0.114047214,,,,,
cdsl,outcome,TCN-ta,3,0,0.900137246,0.844422102,0.551496804,0.251392252,,,,,
cdsl,outcome,TCN-ta,4,0,0.917526603,0.919446111,0.683812499,0.357770232,,,,,
cdsl,outcome,TCN-ta,5,0,0.908311903,0.870276928,0.59328711,0.004084774,,,,,
cdsl,outcome,TCN-ta,6,0,0.899632394,0.904633403,0.56065166,0.255576033,,,,,
cdsl,outcome,TCN-ta,7,0,0.895855665,0.882766366,0.537502408,0.175479243,,,,,
cdsl,outcome,TCN-ta,8,0,0.888267279,0.86384058,0.569378018,0.272129407,,,,,
cdsl,outcome,TCN-ta,9,0,0.891716003,0.873048246,0.605663538,0.34857458,,,,,
cdsl,outcome,StageNet-ta,0,0,0.913800061,0.870450556,0.581416726,0.303932307,,,,,
cdsl,outcome,StageNet-ta,1,0,0.880361557,0.817590952,0.453054845,0.055305505,,,,,
cdsl,outcome,StageNet-ta,2,0,0.900110185,0.888468266,0.567314982,0.257413182,,,,,
cdsl,outcome,StageNet-ta,3,0,0.907645106,0.86538291,0.571860194,0.299316563,,,,,
cdsl,outcome,StageNet-ta,4,0,0.91520679,0.923643231,0.65722537,0.399844381,,,,,
cdsl,outcome,StageNet-ta,5,0,0.919622958,0.892152727,0.654865503,0.252568199,,,,,
cdsl,outcome,StageNet-ta,6,0,0.896036446,0.907021403,0.500721872,0.149628379,,,,,
cdsl,outcome,StageNet-ta,7,0,0.902199864,0.888331056,0.609122396,0.284915793,,,,,
cdsl,outcome,StageNet-ta,8,0,0.895078242,0.87828517,0.592621803,0.232737444,,,,,
cdsl,outcome,StageNet-ta,9,0,0.899408281,0.88621068,0.631117344,0.218856657,,,,,
tjh,outcome,RETAIN-ta,0,0,0.913294792,0.988671839,0.982938349,0.715307046,,,,,
tjh,outcome,RETAIN-ta,1,0,0.944444418,0.991678417,0.987531245,0.876396875,,,,,
tjh,outcome,RETAIN-ta,2,0,0.942857146,0.982530475,0.929016232,0.750746253,,,,,
tjh,outcome,RETAIN-ta,3,0,0.91390729,0.977453113,0.968883812,0.771197581,,,,,
tjh,outcome,RETAIN-ta,4,0,0.915254235,0.976680875,0.962862134,0.921143354,,,,,
tjh,outcome,RETAIN-ta,5,0,0.897142828,0.952457666,0.938237965,0.930100796,,,,,
tjh,outcome,RETAIN-ta,6,0,0.960784316,0.9757725,0.942280948,0.881755984,,,,,
tjh,outcome,RETAIN-ta,7,0,0.98901099,0.999199569,0.998619735,0.97219836,,,,,
tjh,outcome,RETAIN-ta,8,0,0.95348835,0.983466983,0.954318762,0.857302986,,,,,
tjh,outcome,RETAIN-ta,9,0,0.903614461,0.953808308,0.934797168,0.608516648,,,,,
cdsl,outcome,RETAIN-ta,0,0,0.91558075,0.875784099,0.628077209,0.145603581,,,,,
cdsl,outcome,RETAIN-ta,1,0,0.887417734,0.820916057,0.462782681,0.012506196,,,,,
cdsl,outcome,RETAIN-ta,2,0,0.898142338,0.870688558,0.534160912,0.003772417,,,,,
cdsl,outcome,RETAIN-ta,3,0,0.906353414,0.853467882,0.545194447,0.149365541,,,,,
cdsl,outcome,RETAIN-ta,4,0,0.916966617,0.898953378,0.62558651,0.222538744,,,,,
cdsl,outcome,RETAIN-ta,5,0,0.900771201,0.806294799,0.472334772,0.068484386,,,,,
cdsl,outcome,RETAIN-ta,6,0,0.891641378,0.839900017,0.449794888,0.001214464,,,,,
cdsl,outcome,RETAIN-ta,7,0,0.906731486,0.875127435,0.598897338,0.111699343,,,,,
cdsl,outcome,RETAIN-ta,8,0,0.897186399,0.863392949,0.568531394,0.149069556,,,,,
cdsl,outcome,RETAIN-ta,9,0,0.891124249,0.838284492,0.544556081,0.035906583,,,,,
tjh,outcome,Agent-ta,0,0,0.93063581,0.994194329,0.990423322,0.775880016,,,,,
tjh,outcome,Agent-ta,1,0,0.966666639,0.995519102,0.993395269,0.953648829,,,,,
tjh,outcome,Agent-ta,2,0,0.948571444,0.991674185,0.981201231,0.802788244,,,,,
tjh,outcome,Agent-ta,3,0,0.927152336,0.97023809,0.957727432,0.863692176,,,,,
tjh,outcome,Agent-ta,4,0,0.915254235,0.980733454,0.962185979,0.921143355,,,,,
tjh,outcome,Agent-ta,5,0,0.834285736,0.937281787,0.919202507,0.803893899,,,,,
tjh,outcome,Agent-ta,6,0,0.934640527,0.965941012,0.971518755,0.851615352,,,,,
tjh,outcome,Agent-ta,7,0,0.961538434,0.998399317,0.997179151,0.936814455,,,,,
tjh,outcome,Agent-ta,8,0,0.970930219,0.997748733,0.996706963,0.947064011,,,,,
tjh,outcome,Agent-ta,9,0,0.873493969,0.968222797,0.946228027,0.74468477,,,,,
cdsl,outcome,Agent-ta,0,0,0.901578307,0.866066992,0.51869601,0.182043602,,,,,
cdsl,outcome,Agent-ta,1,0,0.872671068,0.814814448,0.38536483,0.091558074,,,,,
cdsl,outcome,Agent-ta,2,0,0.8980636,0.892268896,0.56989938,0.117626998,,,,,
cdsl,outcome,Agent-ta,3,0,0.900944531,0.8649804,0.567360461,0.253863487,,,,,
cdsl,outcome,Agent-ta,4,0,0.923606098,0.931754589,0.659924507,0.396969154,,,,,
cdsl,outcome,Agent-ta,5,0,0.904027402,0.855953455,0.536069274,0.189060274,,,,,
cdsl,outcome,Agent-ta,6,0,0.890922189,0.898035824,0.459740102,0.284526338,,,,,
cdsl,outcome,Agent-ta,7,0,0.89832741,0.881467581,0.544808984,0.179661531,,,,,
cdsl,outcome,Agent-ta,8,0,0.889159143,0.866926312,0.56655395,0.153393064,,,,,
cdsl,outcome,Agent-ta,9,0,0.880896032,0.834139884,0.497499347,0.085897812,,,,,
tjh,outcome,AdaCare-ta,0,0,0.959537566,0.99631834,0.994201183,0.876834964,,,,,
tjh,outcome,AdaCare-ta,1,0,0.922222197,0.973626852,0.971803308,0.746999855,,,,,
